							
107	1.06	-96.371	45.486	373.725	164.805	48.949	371.155
108	1.07	-88.688	45.552	373.656	164.772	48.978	371.146
109	1.08	-81.003	45.622	373.674	164.737	48.942	371.195
110	1.09	-73.32	45.661	373.677	164.714	48.87	371.254
111	1.1	-65.641	45.724	373.683	164.678	48.79	371.302
112	1.11	-57.996	45.775	373.613	164.616	48.773	371.306
113	1.12	-50.354	45.806	373.59	164.542	48.77	371.289
114	1.13	-42.71	45.792	373.589	164.499	48.775	371.257
115	1.14	-35.032	45.774	373.53	164.47	48.81	371.248
116	1.15	-27.35	45.798	373.475	164.428	48.881	371.206
117	1.16	-19.72	45.833	373.495	164.398	48.916	371.174
118	1.17	-12.041	45.858	373.455	164.373	48.92	371.187
119	1.18	-4.379	45.914	373.495	164.31	48.882	371.203
120	1.19	3.229	46.013	373.478	164.268	48.871	371.229
121	1.2	10.885	46.041	373.386	164.205	48.832	371.222
122	1.21	16.606	46.088	373.424	165.971	48.765	371.287
123	1.22	17.891	45.962	373.657	171.533	48.567	371.814
124	1.23	19.36	45.87	373.573	176.737	48.792	371.885
125	1.24	20.974	45.827	373.369	181.747	49.013	371.793
126	1.25	22.304	46.046	373.394	186.496	49.219	371.643
127	1.26	23.371	46.106	373.402	191.068	49.193	371.337
128	1.27	24.435	46.165	373.364	195.04	49.385	371.699
129	1.28	25.515	46.202	373.288	199.375	48.645	371.598
130	1.29	26.538	46.244	373.306	203.535	48.563	371.452
131	1.3	27.645	46.19	373.304	207.625	48.825	371.356
132	1.31	28.695	46.109	373.324	211.677	49.116	371.308
133	1.32	29.769	46.045	373.293	215.73	49.368	371.228
134	1.33	30.839	46.024	373.374	219.806	49.334	371.242
135	1.34	31.912	46.009	373.455	223.849	49.117	371.412
136	1.35	32.998	46.014	373.43	227.843	49.01	371.606
137	1.36	34.082	46.056	373.36	231.911	48.866	371.515
