
120	1.19000	-92.641	26.618	376.868	206.301	25.190	373.682
121	1.20000	-82.951	26.680	376.938	206.337	25.188	373.658
122	1.21000	-73.177	26.700	376.840	206.410	25.170	373.644
123	1.22000	-63.448	26.776	376.851	206.440	25.157	373.689
124	1.23000	-53.755	26.859	376.866	206.451	25.144	373.734
125	1.24000	-44.065	26.938	376.814	206.487	25.142	373.733
126	1.25000	-34.363	27.016	376.730	206.520	25.134	373.686
127	1.26000	-24.704	27.063	376.708	206.543	25.124	373.674
128	1.27000	-15.087	27.157	376.670	206.546	25.130	373.628
129	1.28000	-5.468	27.186	376.595	206.565	25.151	373.616
130	1.29000	4.177	27.221	376.593	206.605	25.178	373.626
131	1.30000	13.847	27.270	376.546	206.618	25.209	373.671
132	1.31000	23.472	27.348	376.575	206.690	25.229	373.703
133	1.32000	33.134	27.363	376.611	206.745	25.233	373.747
134	1.33000	42.778	27.397	376.624	206.765	25.217	373.781
135	1.34000	52.403	27.395	376.527	206.819	25.155	373.746
136	1.35000	61.969	27.435	376.507	206.834	25.126	373.711
137	1.36000	71.542	27.509	376.551	206.832	25.098	373.654 - KOLLISION
138	1.37000	80.208	27.523	376.783	207.619	25.164	373.950
139	1.38000	84.309	27.187	378.067	212.579	25.338	374.553
140	1.39000	88.172	27.119	378.349	217.419	25.447	374.503
141	1.40000	91.895	27.304	377.696	222.129	25.490	373.881
142	1.41000	95.307	27.688	376.462	226.613	25.558	373.795
143	1.42000	98.736	27.610	376.612	230.739	24.942	373.798
144	1.43000	101.925	27.780	376.460	234.846	24.705	373.731
145	1.44000	105.167	27.816	376.586	238.859	24.924	373.704
146	1.45000	108.343	27.831	376.564	242.843	25.331	373.823
147	1.46000	111.526	27.821	376.549	246.803	25.688	373.977
148	1.47000	114.722	27.798	376.519	250.739	25.762	373.934
149	1.48000	117.895	27.747	376.464	254.594	25.598	373.852
150	1.49000	121.061	27.721	376.441	258.438	25.319	373.797
151	1.50000	124.248	27.701	376.471	262.282	25.099	373.741
152	1.51000	127.405	27.716	376.456	266.138	25.115	373.761
153	1.52000	130.542	27.808	376.544	269.990	25.286	373.810
154	1.53000	133.686	27.857	376.512	273.790	25.530	373.902
155	1.54000	136.812	27.885	376.548	277.606	25.730	373.985
