
119	1.18000	204.467	49.012	371.319	-65.191	45.651	373.686
120	1.19000	204.551	48.996	371.316	-57.128	45.718	373.642
121	1.20000	204.607	49.000	371.360	-49.073	45.747	373.541
122	1.21000	204.724	49.015	371.309	-41.054	45.808	373.616
123	1.22000	204.800	49.062	371.352	-32.944	45.864	373.517
124	1.23000	204.861	49.116	371.349	-24.898	45.960	373.538
125	1.24000	204.932	49.135	371.357	-16.859	46.040	373.493
126	1.25000	204.990	49.178	371.332	-8.800	46.064	373.410
127	1.26000	205.072	49.140	371.317	-0.771	46.082	373.435
128	1.27000	205.106	49.154	371.327	7.281	46.099	373.354
129	1.28000	205.189	49.117	371.313	15.292	46.130	373.383
130	1.29000	205.262	49.076	371.356	23.369	46.127	373.344
131	1.30000	205.388	49.034	371.351	31.431	46.146	373.353
132	1.31000	205.471	49.018	371.394	39.506	46.171	373.353
133	1.32000	205.529	49.028	371.414	47.578	46.210	373.326
134	1.33000	205.591	49.023	371.377	55.607	46.247	373.373 - KOLLISION
135	1.34000	210.057	48.852	371.850	58.753	46.126	373.576
136	1.35000	215.755	48.808	372.081	60.276	45.915	373.658
137	1.36000	221.090	49.130	372.115	62.029	45.925	373.539
138	1.37000	226.232	49.476	371.890	63.979	46.238	373.346
139	1.38000	231.208	49.540	371.669	65.133	46.424	373.464
140	1.39000	235.725	49.823	371.575	66.228	46.419	373.209
141	1.40000	240.043	49.493	371.968	67.348	46.432	373.244
142	1.41000	244.627	48.722	371.719	68.493	46.457	373.324
143	1.42000	248.910	48.877	371.668	69.610	46.464	373.339
144	1.43000	253.122	49.177	371.503	70.728	46.373	373.338
145	1.44000	257.331	49.485	371.580	71.817	46.317	373.356
146	1.45000	261.559	49.605	371.389	72.911	46.252	373.386
147	1.46000	265.742	49.501	371.482	74.024	46.252	373.381
148	1.47000	269.932	49.279	371.581	75.146	46.254	373.318
149	1.48000	274.098	49.144	371.590	76.249	46.295	373.283
