
154	1.53000	183.903	43.457	377.113	7.108	46.194	373.420
155	1.54000	183.928	43.469	377.135	10.588	46.228	373.437
156	1.55000	183.929	43.474	377.157	14.044	46.271	373.432
157	1.56000	183.924	43.506	377.180	17.549	46.262	373.400
158	1.57000	183.974	43.454	377.155	20.993	46.252	373.427
159	1.58000	183.966	43.435	377.178	24.440	46.232	373.427
160	1.59000	183.949	43.458	377.168	27.840	46.248	373.435
161	1.60000	183.906	43.463	377.136	31.258	46.268	373.380
162	1.61000	183.882	43.429	377.126	34.658	46.262	373.395
163	1.62000	183.904	43.397	377.147	38.078	46.260	373.393
164	1.63000	183.878	43.401	377.137	41.520	46.291	373.339
165	1.64000	183.926	43.446	377.123	44.935	46.336	373.348
166	1.65000	183.932	43.421	377.168	48.379	46.345	373.371
167	1.66000	183.958	43.439	377.236	51.773	46.401	373.439
168	1.67000	183.955	43.470	377.213	55.162	46.432	373.410
169	1.68000	185.675	43.456	377.254	56.866	46.472	373.351 - KOLLISION
170	1.69000	188.045	43.431	377.286	57.551	46.516	373.346
171	1.70000	190.058	43.397	377.192	58.309	46.497	373.338
172	1.71000	192.014	43.445	377.264	58.988	46.446	373.306
173	1.72000	193.922	43.643	377.170	59.704	46.453	373.330
174	1.73000	195.826	43.635	377.125	60.414	46.448	373.355
175	1.74000	197.667	43.609	377.246	61.155	46.408	373.409
176	1.75000	199.531	43.536	377.266	61.860	46.391	373.435
177	1.76000	201.288	43.564	377.305	62.526	46.434	373.411
178	1.77000	203.084	43.477	377.253	63.201	46.475	373.398
179	1.78000	204.837	43.455	377.275	63.878	46.439	373.383
180	1.79000	206.647	43.438	377.228	64.518	46.443	373.351
181	1.80000	208.320	43.524	377.257	65.194	46.467	373.327
182	1.81000	210.097	43.520	377.194	65.844	46.490	373.366
183	1.82000	211.832	43.579	377.225	66.527	46.467	373.351
184	1.83000	213.588	43.591	377.293	67.195	46.445	373.410
185	1.84000	215.268	43.652	377.240	67.889	46.469	373.408
186	1.85000	216.965	43.675	377.281	68.557	46.474	373.385
187	1.86000	218.631	43.624	377.279	69.219	46.462	373.411
188	1.87000	220.273	43.605	377.372	69.851	46.469	373.396
189	1.88000	221.886	43.622	377.296	70.520	46.496	373.364
