							
190	1.89	35.619	45.186	373.123	184.566	40.961	376.199
191	1.9	37.376	45.197	373.132	184.568	40.968	376.199
192	1.91	39.13	45.225	373.11	184.552	41.012	376.177
193	1.92	40.907	45.22	373.109	184.517	41.035	376.19
194	1.93	42.656	45.214	373.127	184.549	41.044	376.177
195	1.94	44.402	45.222	373.09	184.537	41.057	376.178
196	1.95	46.124	45.24	373.071	184.525	41.091	376.144
197	1.96	47.82	45.24	373.035	184.542	41.129	376.143
198	1.97	49.558	45.208	373.017	184.531	41.082	376.132
199	1.98	51.246	45.207	373.069	184.527	41.076	376.178
200	1.99	52.93	45.219	373.02	184.545	41.097	376.12
201	2	54.606	45.192	373.031	184.514	41.089	376.156
202	2.01	56.29	45.118	373.076	184.542	41.031	376.177
203	2.02	57.331	45.001	373.333	185.145	41.099	376.247
204	2.03	57.836	44.897	373.163	186.113	41.167	376.068
205	2.04	58.383	44.859	373.094	186.973	41.163	376.171
206	2.05	58.898	44.906	373.13	187.857	41.084	376.136
207	2.06	59.453	44.985	373.126	188.703	40.984	376.206
208	2.07	59.951	45.103	373.062	189.542	40.968	376.266
209	2.08	60.463	45.186	373.053	190.415	40.908	376.165
210	2.09	60.961	45.18	373.032	191.263	40.852	376.169
211	2.1	61.459	45.107	373.065	192.052	40.867	376.199
212	2.11	61.913	45.066	373.014	192.867	40.921	376.193
213	2.12	62.422	45.017	373.047	193.71	40.977	376.084
