													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
0	0.87	93.217	-31.657	207.587	103.981	-58.113	207.728	86.74	103.951	207.794	79.97	131.355	207.584
0	0.88	93.767	-26.146	207.613	105.008	-52.485	207.577	86.763	103.967	207.748	79.968	131.37	207.556
0	0.89	94.408	-20.716	207.574	106.012	-46.843	207.612	86.767	103.938	207.804	80.005	131.335	207.552
0	0.9	94.972	-15.28	207.589	107.019	-41.218	207.62	86.787	103.925	207.83	80.001	131.327	207.65
0	0.91	95.566	-9.887	207.616	108	-35.617	207.565	86.767	103.946	207.804	79.989	131.349	207.609
0	0.92	96.156	-4.501	207.534	108.948	-30.044	207.545	86.774	103.953	207.789	79.961	131.362	207.599
0	0.93	96.667	0.805	207.55	109.934	-24.522	207.524	86.784	103.939	207.774	79.979	131.333	207.57
0	0.94	97.241	6.059	207.519	110.94	-19.031	207.475	86.775	103.931	207.762	79.999	131.319	207.595
0	0.95	97.829	11.232	207.475	111.912	-13.558	207.433	86.773	103.945	207.734	79.996	131.349	207.567
0	0.96	98.332	16.387	207.472	112.953	-8.157	207.455	86.735	103.973	207.711	79.977	131.363	207.541
0	0.96	98.854	21.529	207.469	113.945	-2.727	207.416	86.747	103.959	207.752	79.952	131.355	207.56
0	0.97	99.391	26.584	207.509	114.989	2.652	207.47	86.75	103.938	207.808	79.982	131.319	207.598
0	0.98	99.961	31.644	207.46	116.045	8.05	207.359	86.741	103.952	207.822	79.955	131.34	207.615
0	0.99	100.482	36.651	207.45	117.022	13.386	207.399	86.755	103.974	207.763	79.968	131.37	207.556
0	1	101.009	41.608	207.468	118.02	18.663	207.44	86.773	103.968	207.761	79.98	131.348	207.597
0	1.01	101.682	45.068	207.586	119.213	22.559	207.598	86.659	105.238	207.957	79.737	132.596	207.802
0	1.02	102.722	45.913	207.517	120.847	23.895	207.525	85.985	108.847	207.885	78.738	136.143	207.663
1	1.03	103.771	46.898	207.417	122.497	25.358	207.324	85.354	112.422	207.739	77.712	139.615	207.588
0	1.04	104.756	47.832	207.438	124.04	26.788	207.32	84.743	115.978	207.826	76.794	143.071	207.578
0	1.05	105.763	48.71	207.487	125.619	28.214	207.34	84.147	119.512	207.828	75.865	146.504	207.656
0	1.06	106.793	49.592	207.437	127.18	29.627	207.284	83.567	123.084	207.827	74.92	149.983	207.639
0	1.07	107.735	50.484	207.399	128.654	31.051	207.268	82.955	126.663	207.733	74.025	153.428	207.53
0	1.08	108.723	51.327	207.345	130.113	32.434	207.313	82.351	130.213	207.751	73.049	156.867	207.603
0	1.09	109.613	52.125	207.445	131.534	33.826	207.282	81.75	133.727	207.797	72.12	160.238	207.574
0	1.1	110.506	52.957	207.42	132.87	35.207	207.291	81.192	137.252	207.822	71.173	163.629	207.604
0	1.11	111.331	53.747	207.406	134.137	36.553	207.255	80.577	140.766	207.746	70.174	167.01	207.643
0	1.12	112.115	54.476	207.359	135.312	37.837	207.275	80	144.261	207.721	69.216	170.36	207.58
0	1.13	112.927	55.194	207.38	136.455	39.059	207.274	79.437	147.727	207.763	68.316	173.675	207.564
0	1.14	113.679	55.885	207.367	137.546	40.263	207.281	78.89	151.18	207.748	67.393	176.957	207.623
0	1.15	114.337	56.557	207.409	138.585	41.447	207.213	78.273	154.587	207.691	66.543	180.218	207.545
