NO_OF_FRAMES	300
NO_OF_CAMERAS	2
NO_OF_MARKERS	4
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2019-11-14, 18:17:20.918	14520.58340380
DATA_INCLUDED	3D
MARKER_NAMES	C1	R1	C2	R2
118.507	-119.775	209.387	116.132	-142.885	208.700	117.681	113.743	208.097	106.682	134.691	207.843
118.546	-120.288	209.412	116.224	-143.417	208.719	117.666	113.710	208.100	106.709	134.693	207.853
118.624	-120.777	209.363	116.259	-143.890	208.716	117.682	113.707	208.070	106.701	134.678	207.842
118.633	-121.191	209.375	116.283	-144.317	208.672	117.636	113.734	208.034	106.673	134.720	207.857
118.647	-121.615	209.346	116.310	-144.737	208.681	117.669	113.752	208.002	106.688	134.713	207.800
118.697	-122.024	209.366	116.381	-145.172	208.727	117.682	113.695	208.043	106.691	134.684	207.829
118.704	-122.415	209.434	116.401	-145.551	208.710	117.648	113.711	208.102	106.683	134.691	207.843
118.691	-122.766	209.363	116.421	-145.901	208.690	117.652	113.770	208.058	106.682	134.691	207.843
118.685	-123.108	209.361	116.433	-146.220	208.685	117.661	113.735	208.044	106.696	134.713	207.812
118.720	-123.420	209.395	116.450	-146.543	208.694	117.681	113.705	208.070	106.682	134.698	207.870
118.676	-123.689	209.451	116.484	-146.811	208.726	117.665	113.723	208.127	106.684	134.676	207.871
118.637	-123.916	209.436	116.499	-147.047	208.731	117.670	113.752	208.056	106.655	134.704	207.860
118.681	-124.123	209.354	116.492	-147.251	208.656	117.608	113.746	208.050	106.636	134.710	207.834
118.744	-124.319	209.353	116.547	-147.460	208.669	117.663	113.713	208.045	106.664	134.690	207.818
118.797	-124.481	209.393	116.618	-147.625	208.679	117.699	113.692	208.014	106.666	134.683	207.873
118.847	-124.599	209.376	116.700	-147.723	208.629	117.654	113.721	208.032	106.665	134.683	207.818
118.901	-124.644	209.342	116.732	-147.794	208.640	117.600	113.747	208.038	106.647	134.689	207.820
118.984	-124.720	209.347	116.814	-147.865	208.673	117.656	113.719	208.087	106.657	134.690	207.860
119.006	-124.814	209.403	116.852	-147.948	208.699	117.666	113.724	208.127	106.703	134.685	207.896
119.056	-124.848	209.466	116.910	-148.001	208.719	117.665	113.718	208.100	106.719	134.708	207.893
119.086	-124.901	209.393	116.907	-148.070	208.707	117.663	113.737	208.072	106.682	134.713	207.870
119.113	-124.971	209.351	116.964	-148.138	208.674	117.689	113.730	208.082	106.691	134.713	207.882
119.093	-125.036	209.425	116.965	-148.174	208.731	117.708	113.707	208.054	106.685	134.683	207.898
119.091	-125.043	209.371	116.947	-148.205	208.680	117.672	113.715	208.030	106.674	134.676	207.831
119.075	-125.037	209.372	116.932	-148.192	208.624	117.625	113.743	207.994	106.637	134.696	207.835
119.081	-125.020	209.330	116.916	-148.204	208.655	117.653	113.720	208.005	106.646	134.696	207.820
119.102	-125.056	209.383	116.941	-148.208	208.666	117.663	113.713	208.045	106.665	134.675	207.846
119.102	-125.053	209.355	116.958	-148.200	208.663	117.662	113.730	208.017	106.657	134.667	207.833
119.101	-125.027	209.326	116.940	-148.194	208.610	117.670	113.745	208.057	106.654	134.711	207.832
119.093	-125.048	209.342	116.985	-148.194	208.644	117.670	113.736	208.030	106.638	134.703	207.862
119.146	-125.034	209.417	117.003	-148.203	208.726	117.646	113.743	208.101	106.658	134.697	207.915
119.163	-125.041	209.415	117.051	-148.170	208.719	117.698	113.752	208.094	106.726	134.715	207.878
119.171	-125.024	209.372	117.035	-148.161	208.692	117.662	113.770	208.126	106.672	134.734	207.884
119.154	-125.047	209.375	117.036	-148.176	208.692	117.681	113.747	208.124	106.714	134.737	207.837
119.171	-125.075	209.375	117.037	-148.231	208.667	117.673	113.743	208.112	106.700	134.714	207.868
119.164	-125.117	209.391	117.039	-148.271	208.696	117.682	113.706	208.071	106.700	134.707	207.841
119.141	-125.161	209.354	117.034	-148.307	208.656	117.660	113.733	207.963	106.673	134.698	207.831
119.171	-125.231	209.310	117.036	-148.377	208.631	117.668	113.737	207.948	106.653	134.705	207.778
119.192	-125.329	209.340	117.061	-148.508	208.632	117.654	113.703	208.006	106.649	134.667	207.849
119.233	-125.434	209.365	117.092	-148.590	208.672	117.630	113.676	208.050	106.667	134.676	207.846
119.236	-125.530	209.380	117.093	-148.689	208.660	117.654	113.734	208.059	106.672	134.698	207.803
119.237	-125.666	209.369	117.113	-148.809	208.701	117.660	113.740	208.016	106.671	134.712	207.830
119.245	-125.845	209.403	117.156	-149.005	208.703	117.673	113.725	208.085	106.684	134.698	207.898
119.296	-126.119	209.433	117.239	-149.266	208.756	117.690	113.732	208.110	106.727	134.685	207.878
119.263	-126.420	209.419	117.236	-149.572	208.751	117.705	113.737	208.025	106.733	134.701	207.808
119.170	-126.780	209.374	117.178	-149.935	208.730	117.695	113.770	208.039	106.672	134.719	207.857
119.070	-127.182	209.402	117.095	-150.352	208.701	117.706	113.733	208.052	106.681	134.713	207.842
118.950	-127.537	209.459	116.992	-150.724	208.729	117.673	113.736	208.112	106.668	134.690	207.928
118.835	-127.769	209.318	116.839	-150.947	208.689	117.635	113.759	208.061	106.663	134.720	207.845
118.743	-127.827	209.318	116.718	-150.990	208.652	117.675	113.755	207.932	106.677	134.728	207.760
118.794	-127.795	209.311	116.672	-150.957	208.644	117.635	113.727	208.007	106.646	134.704	207.820
118.812	-127.663	209.345	116.626	-150.832	208.648	117.673	113.685	208.031	106.674	134.676	207.831
118.765	-127.423	209.399	116.456	-150.544	208.717	117.663	113.735	208.072	106.673	134.690	207.830
118.660	-127.001	209.330	116.276	-150.136	208.700	117.643	113.748	208.019	106.673	134.713	207.857
118.474	-126.431	209.419	116.068	-149.554	208.766	117.689	113.726	208.055	106.674	134.698	207.885
118.272	-125.687	209.423	115.903	-148.793	208.820	117.709	113.707	208.081	106.703	134.684	207.923
118.043	-124.721	209.450	115.653	-147.844	208.769	117.699	113.719	208.095	106.710	134.685	207.881
117.775	-123.547	209.434	115.433	-146.615	208.745	117.687	113.731	208.000	106.691	134.691	207.855
117.580	-122.032	209.384	115.206	-145.185	208.675	117.688	113.708	208.001	106.691	134.676	207.828
117.333	-120.246	209.332	114.994	-143.374	208.673	117.683	113.698	208.071	106.693	134.669	207.856
117.058	-118.088	209.313	114.752	-141.216	208.622	117.671	113.716	208.030	106.665	134.668	207.819
116.785	-115.558	209.184	114.521	-138.710	208.625	117.633	113.759	208.006	106.621	134.702	207.865
116.548	-112.748	209.275	114.333	-135.908	208.599	117.643	113.749	208.019	106.654	134.719	207.832
116.505	-109.602	209.287	114.294	-132.730	208.596	117.647	113.717	208.075	106.701	134.684	207.868
116.489	-106.046	209.320	114.291	-129.164	208.656	117.698	113.720	208.013	106.683	134.692	207.844
116.493	-102.148	209.244	114.270	-125.269	208.595	117.678	113.758	208.041	106.670	134.728	207.802
116.679	-97.880	209.310	114.249	-121.006	208.566	117.652	113.766	208.058	106.681	134.721	207.842
116.890	-93.372	209.269	114.267	-116.454	208.632	117.717	113.724	208.093	106.710	134.700	207.881
117.163	-88.501	209.276	114.274	-111.527	208.644	117.665	113.751	208.153	106.693	134.706	207.910
117.307	-83.175	209.201	114.295	-106.209	208.585	117.660	113.758	208.070	106.689	134.735	207.881
117.486	-77.509	209.248	114.329	-100.544	208.568	117.694	113.777	208.012	106.689	134.720	207.854
117.704	-71.632	209.080	114.331	-94.588	208.509	117.674	113.699	208.085	106.681	134.698	207.843
117.927	-65.563	209.139	114.363	-88.553	208.453	117.690	113.718	208.055	106.682	134.669	207.816
118.195	-59.464	209.120	114.376	-82.418	208.357	117.641	113.753	207.964	106.637	134.696	207.835
118.435	-53.522	209.029	114.321	-76.398	208.343	117.633	113.738	207.979	106.636	134.703	207.807
118.770	-47.651	209.149	114.341	-70.438	208.431	117.619	113.753	208.091	106.699	134.692	207.813
119.085	-41.770	209.162	114.373	-64.544	208.451	117.665	113.714	208.100	106.675	134.683	207.858
119.359	-35.927	209.112	114.386	-58.579	208.471	117.686	113.758	208.000	106.672	134.713	207.830
119.634	-30.078	209.061	114.366	-52.708	208.388	117.694	113.783	208.011	106.664	134.727	207.872
119.938	-24.247	209.134	114.378	-46.775	208.383	117.681	113.749	208.097	106.700	134.714	207.868
120.214	-18.403	209.113	114.359	-40.874	208.384	117.708	113.751	208.107	106.694	134.706	207.938
120.457	-12.571	209.069	114.308	-34.952	208.413	117.679	113.785	208.096	106.707	134.752	207.879
120.682	-6.739	209.029	114.271	-29.062	208.306	117.659	113.786	208.043	106.663	134.742	207.871
120.988	-0.916	209.021	114.312	-23.138	208.285	117.652	113.774	208.058	106.680	134.750	207.842
121.261	4.883	209.017	114.272	-17.271	208.275	117.699	113.720	208.068	106.683	134.692	207.844
121.523	10.713	208.946	114.273	-11.335	208.271	117.636	113.744	208.061	106.672	134.706	207.803
121.759	16.542	208.864	114.240	-5.418	208.245	117.582	113.767	208.067	106.652	134.719	207.804
122.037	22.361	208.971	114.234	0.513	208.285	117.609	113.736	208.051	106.652	134.726	207.804
122.364	28.162	208.963	114.241	6.393	208.339	117.679	113.735	208.042	106.683	134.705	207.897
122.588	33.957	208.941	114.218	12.295	208.300	117.671	113.751	208.084	106.656	134.719	207.914
122.901	39.748	208.908	114.232	18.206	208.255	117.676	113.782	208.013	106.670	134.734	207.829
123.135	45.551	208.900	114.264	24.084	208.238	117.677	113.778	208.041	106.671	134.735	207.857
123.425	51.307	208.914	114.300	29.971	208.275	117.715	113.726	208.038	106.726	134.700	207.851
123.687	57.106	208.918	114.280	35.867	208.237	117.669	113.757	208.029	106.706	134.729	207.825
123.887	62.898	208.860	114.268	41.792	208.182	117.669	113.768	208.056	106.662	134.742	207.844
124.448	64.695	208.886	114.839	43.563	208.242	117.422	117.552	208.009	105.942	138.313	207.798
125.083	65.129	208.919	115.572	43.966	208.271	116.933	122.502	208.106	104.953	142.924	207.881
125.702	65.632	208.829	116.316	44.424	208.186	116.567	127.517	208.062	103.956	147.567	207.798
126.272	66.142	208.854	116.983	44.896	208.179	116.130	132.505	207.945	102.957	152.239	207.743
126.891	66.638	208.764	117.714	45.335	208.180	115.759	137.501	207.917	102.013	156.803	207.808
127.518	67.112	208.896	118.482	45.739	208.206	115.368	142.434	207.990	101.060	161.347	207.807
